"Title","Price","Link"
"Kabak Çekirdeği Yağı","110","https://www.cansizzadeyag.com/urun/kabak-cekirdegi-yagi"
"Kabak Çekirdeği Yağı 100 ml","150","https://www.cansizzadeyag.com/urun/kabak-cekirdegi-yagi-100-ml"
"Kabak Çekirdeği Yağı 250 ml","350","https://www.cansizzadeyag.com/urun/kabak-cekirdegi-yagi-250-ml"
"Kabak Çekirdeği Yağı 50 ml","110","https://www.cansizzadeyag.com/urun/kabak-cekirdegi-yagi-50-ml"
"Kabak Çekirdeği Yağı 1 kg","600","https://www.cansizzadeyag.com/urun/kabak-cekirdegi-yagi-1-kg"
"Kabak Çekirdeği Yağı 5 kg","2200","https://www.cansizzadeyag.com/urun/kabak-cekirdegi-yagi-5-kg"
"İncir Çekirdeği Yağı","650","https://www.cansizzadeyag.com/urun/incir-cekirdegi-yagi"
"İncir Çekirdeği Yağı 100 ml","1200","https://www.cansizzadeyag.com/urun/incir-cekirdegi-yagi-100-ml"
"İncir Çekirdeği Yağı 30 ml","650","https://www.cansizzadeyag.com/urun/incir-cekirdegi-yagi-30-ml"
"İncir Çekirdeği Yağı 1 kg","8500","https://www.cansizzadeyag.com/urun/incir-cekirdegi-yagi-1-kg"
"Fındık Yağı","200","https://www.cansizzadeyag.com/urun/findik-yagi"
"Fındık Yağı 250 ml","600","https://www.cansizzadeyag.com/urun/findik-yagi-250-ml"
"Fındık Yağı 50 ml","200","https://www.cansizzadeyag.com/urun/findik-yagi-50-ml"
"Fındık Yağı 1 kg","2750","https://www.cansizzadeyag.com/urun/findik-yagi-1-kg"
"Çörek Otu Yağı","250","https://www.cansizzadeyag.com/urun/corek-otu-yagi"
"Çörek Otu Yağı 100 ml","220","https://www.cansizzadeyag.com/urun/corek-otu-yagi-100-ml"
"Çörek Otu Yağı 250 ml","440","https://www.cansizzadeyag.com/urun/corek-otu-yagi-250-ml"
"Çörek Otu Yağı 50 ml","250","https://www.cansizzadeyag.com/urun/corek-otu-yagi-50-ml"
"Çörek Otu Yağı 1 kg","1250","https://www.cansizzadeyag.com/urun/corek-otu-yagi-1-kg"
"Chia Tohumu Yağı","190","https://www.cansizzadeyag.com/urun/chia-yagi"
"Chia Tohumu Yağı 1 kg","990","https://www.cansizzadeyag.com/urun/chia-tohumu-yagi-1-kg"
"Chia Tohumu Yağı 50 ml","190","https://www.cansizzadeyag.com/urun/chia-tohumu-yagi-50-ml"
"Ceviz Yağı","190","https://www.cansizzadeyag.com/urun/ceviz-yagi"
"Ceviz Yağı 50 ml","190","https://www.cansizzadeyag.com/urun/ceviz-yagi-50-ml"
"Ceviz Yağı 250 ml","300","https://www.cansizzadeyag.com/urun/ceviz-yagi-250-ml"
"Ceviz Yağı 1 kg","490","https://www.cansizzadeyag.com/urun/ceviz-yagi-1-kg"
"Buğday Ruşeym Yağı","200","https://www.cansizzadeyag.com/urun/bugday-ruseym-yagi"
"Buğday Ruşeym Yağı 100 ml","400","https://www.cansizzadeyag.com/urun/bugday-ruseym-yagi-100-ml"
"Buğday Ruşeym Yağı 50 ml","300","https://www.cansizzadeyag.com/urun/bugday-ruseym-yagi-50-ml"
"Buğday Ruşeym Yağı 1 kg","1300","https://www.cansizzadeyag.com/urun/bugday-ruseym-yagi-1-kg"
"Badem (Tatlı) Yağı","190","https://www.cansizzadeyag.com/urun/tatli-badem-yagi"
"Badem (Tatlı) Yağı 100 ml","225","https://www.cansizzadeyag.com/urun/tatli-badem-yagi-100-ml"
"Badem (Tatlı) Yağı 50 ml","190","https://www.cansizzadeyag.com/urun/tatli-badem-yagi-50-ml"
"Badem (Tatlı) Yağı 1 kg","480","https://www.cansizzadeyag.com/urun/tatli-badem-yagi-1-kg"
"aspir yağı","270","https://www.cansizzadeyag.com/urun/aspir-yagi"
"aspir yağı 1 kg","350","https://www.cansizzadeyag.com/urun/aspir-yagi-1kg"
"aspir yağı 250 ml","270","https://www.cansizzadeyag.com/urun/aspir-yagi-250-ml"
